No.,Business_Name,Pre_Crash_Mode,AV,OtherVeh,Weather,Lighting,Collision_Type,Damage_Detail
290,Google,Autonomous,Slowing/Stopping,Proceeding Straight,Raining,Dark-Street Lights,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling eastbound in autonomous mode on Oakdale Avenue approaching Industrial Street in San Francisco was involved in a collision. The Waymo AV was coming to a stop at a stop sign intersection on Oakdale Avenue at Industrial Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV?s rear bumper at approximately 20 MPH. The Waymo AV was traveling approximately 1 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene; the Waymo AV test driver sought medical attention from urgent care the following day."
291,Cruise,Conventional,Making Left Turn,Unknown,Raining,Dark-Street Lights,Hit Object,"A Cruise autonomous vehicle (?Cruise AV?) operating in manual mode was traveling southwest on Folsom Street. When the Cruise AV was turning right onto Fremont Street, it made contact with the curb at the front passenger tire. This caused damage to the front right tire of the Cruise AV. There were no other vehicles or property involved. There were no injuries and the police were not called."
292,Cruise,Autonomous,Stopped,Proceeding Straight,Clear ,Daylight,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was facing west and stopped for a red light at the intersection of Duboce and Guerrero Streets. Before the Cruise AV started to proceed for the green light, contact was made to the rear bumper of the Cruise AV by a BMW traveling behind the AV. The contact caused minimal damage to the rear bumper of the Cruise AV. There were no injuries and the police were not called."
293,Zoox,Conventional,Stopped,Proceeding Straight,Raining,Daylight,Rear End,"A Zoox vehicle was making a right lane change in manual mode on Folsom St between 4th and Mahini St., when a passenger vehicle continuing straight made contact with the left rear bumper of the Zoox vehicle. There were no injuries and police were not called. "
294,Google,Conventional,Backing,Stopped,Cloudy,Daylight,Other,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling northbound on Church Street at 21st Street in San Francisco was involved in a collision. While stopped in autonomous mode, the Waymo AV switched to reverse gear in preparation for making a multipoint turn, just as the test driver disengaged by applying the accelerator pedal. The Waymo AV made contact with a passenger vehicle behind it at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene."
295,Google,Conventional,Proceeding Straight,Parked,Clear,Daylight,Side Swipe,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling northbound on Lomita Avenue approaching Aloha Avenue in San Francisco was involved in a collision. While being driven in manual mode and approaching an oncoming passenger vehicle, the Waymo AV?s passenger side view mirror made contact with an unoccupied parked passenger vehicle?s driver side view mirror at approximately 17 MPH. The Waymo AV sustained minor damage to its passenger side view mirror, and the unoccupied passenger vehicle sustained minor damage to its driver side view mirror. No injuries were reported at the scene."
296,Cruise,Autonomous,Making Left Turn,Stopped,Clear,Daylight ,Side Swipe,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was turning from northbound Stanyan St. to westbound on Parnassus Street. As the Cruise AV was starting to turn, a black GMC Denali behind the Cruise AV attempted to overtake the Cruise AV causing the AVTO to disengage from autonomous mode.  The GMC Denali made contact with the front driver side bumper of the Cruise AV, which caused minor damage to the front bumper. There were no injuries and police were not called. The driver of the GMC Denali did not stop after the incident and could not be contacted."
297,Cruise,Conventional,Proceeding Straight,Proceeding Straight,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (?Cruise AV?), operating in manual mode, was traveling Westbound on Fulton Street between Pierce and Scott Streets. As the Cruise AV was proceeding straight through the intersection, contact was made to the Cruise AV?s rear bumper by a black Honda Accord. There were no injuries but emergency services were notified via OnStar. The driver of the Honda Accord did not stop after the incident and could not be contacted. "
298,Cruise,Conventional,Making Left Turn,Proceeding Straight,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was stopped while yielding to make a left turn from Southbound on Folsom Street to Eastbound on 15th Street. Contact was made to the rear center bumper of the Cruise AV by a 2016 Ford Van that was continuing straight on Folsom Street. The contact caused minimal damage to the rear center side bumper of the Cruise AV. The police were not called. The day after the incident, minor injuries were reported by the Cruise AVTO and Passenger. "
299,Google,Conventional,Backing,Stopped,Clear,Daylight,Other,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling westbound on Filbert Street at Scott Street in San Francisco was involved in a collision. After coming to a complete stop in autonomous mode, the Waymo AV switched to reverse gear in preparation for making a multipoint turn. Within fractions of a second, the test driver applied the accelerator pedal to disengage autonomous mode. The Waymo AV made contact with a passenger vehicle that was stopped behind it at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene."
300,Google,Conventional,Slowing/Stopping,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling northbound in manual mode on 9th Street approaching Howard Street in San Francisco was involved in a collision. The Waymo AV test driver was slowing for stopped traffic ahead when a passenger vehicle behind the Waymo AV made contact with the Waymo AV?s rear bumper at approximately 7 MPH. The Waymo AV was traveling at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. The Waymo AV test driver and co-driver both sought medical attention at the scene and were transported to local hospitals."
301,Google,Conventional,Proceeding Straight,Parked,Clear ,Daylight,Side Swipe,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling northbound on Jones Street approaching Clay Street in San Francisco was involved in a collision. After the Waymo AV made a right turn from Pleasant Street in autonomous mode, the Waymo AV test driver disengaged autonomous mode to maneuver past an oncoming vehicle on Jones Street that was drifting toward the Waymo AV. While in manual mode, the Waymo AV?s passenger side view mirror then made contact with an unoccupied parked passenger vehicle?s driver side view mirror at approximately 6 MPH. The Waymo AV sustained minor damage to its passenger side view mirror. The unoccupied passenger vehicle?s driver-side mirror was cracked, but most or all of the damage appeared to have been pre-existing. No other damage was observed to the unoccupied passenger vehicle. No injuries were reported at the scene."
302,Lyft ,Autonomous,Making Right Turn,Proceeding Straight,Clear ,Daylight,Side Swipe,"On April 14, 2021 at 9:38am, AV104 driving in autonomous mode in San Francisco, California, experienced longitudinal contact from a Toyota sedan at the intersection of First and Harrison Streets. The AV was moving at 9mph in the right lane and slowing to begin to execute a right turn, when the Toyota sedan ?side-swiped? the left front lidar unit on the AV while overtaking at a greater speed from the left adjacent lane.  The AV vehicle sustained moderate property damage to the lidar unit, mount, and front fender/bumper.  The driver of the Toyota did not stop*.  There are no known injuries, and Lyft does not know what (if any) damage was sustained by the Toyota. "
303,Google,Conventional,Slowing/Stopping,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"A Waymo Autonomous Vehicle (?Waymo AV?) traveling southbound on Harrison Street approaching Hawthorne Street in San Francisco was involved in a collision. While in manual mode, the Waymo AV?s test driver was braking for a red light at Hawthorne Street when a passenger vehicle behind the Waymo AV made contact with the Waymo AV?s rear bumper at approximately 12 MPH. The Waymo AV was traveling approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene."
